counterparty_id,amendment_count_24m,obligation_count,schedule_count,contract_start_date,contract_end_date
VEN-03813,2,33,5,31/08/2017,01/05/2028
VEN-03814,1,33,2,01/06/2017,01/12/2030
VEN-03815,1,22,3,30/11/2020,01/08/2027
VEN-03816,3,23,7,31/01/2019,31/01/2027
VEN-03817,2,31,3,01/08/2018,01/05/2025
VEN-03818,0,31,4,01/09/2019,01/08/2028
VEN-03819,2,30,4,01/06/2018,01/12/2026
VEN-03820,1,27,4,02/03/2025,31/08/2030
VEN-03821,0,27,6,02/05/2021,01/10/2026
VEN-03822,1,24,1,02/04/2019,31/12/2028
VEN-03823,6,24,7,30/09/2020,31/12/2028
VEN-03824,1,26,7,02/05/2018,31/08/2029
VEN-03825,2,35,2,31/10/2022,02/07/2027
VEN-03826,1,31,5,01/07/2016,31/10/2025
VEN-03827,0,29,6,30/09/2024,01/04/2026
VEN-03828,3,32,3,31/12/2017,01/08/2028
VEN-03829,0,31,2,01/09/2018,31/12/2026
VEN-03830,3,20,3,02/03/2025,31/01/2027
VEN-03831,1,25,3,02/07/2023,01/12/2025
VEN-03832,0,33,3,01/07/2016,01/09/2027
VEN-03833,2,29,4,02/03/2019,01/08/2028
VEN-03834,2,29,7,31/12/2017,01/09/2026
VEN-03835,0,26,4,01/07/2017,01/08/2029
VEN-03836,2,38,3,01/12/2025,31/10/2028
VEN-03837,2,24,7,01/06/2017,01/06/2027
VEN-03838,1,32,6,31/10/2018,01/05/2028
VEN-03839,2,18,7,02/07/2023,01/12/2029
VEN-03840,2,23,3,01/12/2022,31/12/2025
VEN-03841,2,36,2,31/12/2021,31/01/2027
VEN-03842,1,26,4,01/12/2019,01/07/2029
VEN-03843,2,27,6,02/04/2023,01/06/2029
VEN-03844,1,27,6,02/03/2023,01/12/2026
VEN-03845,3,24,4,01/08/2020,31/10/2028
VEN-03846,2,22,2,01/09/2018,31/08/2028
VEN-03847,1,26,3,31/08/2021,31/08/2028
VEN-03848,0,29,3,31/01/2024,01/04/2030
VEN-03849,1,27,4,31/10/2024,01/09/2026
VEN-03850,3,29,7,01/08/2017,01/08/2027
VEN-03851,3,27,2,30/01/2021,01/10/2027
VEN-03852,0,31,6,01/04/2025,31/12/2028
VEN-03853,1,17,3,01/04/2022,02/05/2029
VEN-03854,2,26,4,01/10/2025,01/04/2030
VEN-03855,4,24,5,01/12/2023,02/03/2026
VEN-03856,2,28,5,31/08/2024,31/10/2028
VEN-03857,1,22,4,31/08/2016,01/04/2026
VEN-03858,2,32,7,30/01/2022,01/12/2030
VEN-03859,0,29,4,01/04/2024,01/05/2025
VEN-03860,0,28,6,01/06/2019,01/10/2025
VEN-03861,5,28,5,01/01/2016,01/06/2030
VEN-03862,2,27,7,02/03/2021,01/06/2027
VEN-03863,1,21,6,01/03/2024,02/05/2027
VEN-03864,4,25,4,02/03/2021,02/05/2029
VEN-03865,3,31,4,01/10/2019,30/01/2026
VEN-03866,2,31,2,01/05/2017,31/01/2028
VEN-03867,2,36,3,01/08/2024,02/03/2027
VEN-03868,2,30,7,01/05/2020,01/10/2026
VEN-03869,0,22,3,01/07/2025,01/06/2026
VEN-03870,6,19,4,30/11/2020,02/04/2027
VEN-03871,1,24,2,31/10/2025,01/03/2028
VEN-03872,3,26,7,01/10/2021,01/06/2029
VEN-03873,1,35,4,31/12/2020,01/06/2026
VEN-03874,1,27,3,01/03/2016,31/10/2029
VEN-03875,1,43,2,01/01/2024,02/05/2026
VEN-03876,3,28,7,02/07/2023,30/11/2028
VEN-03877,3,32,5,01/03/2020,02/07/2027
VEN-03878,1,29,5,01/06/2024,01/06/2030
VEN-03879,8,31,5,01/05/2025,01/04/2029
VEN-03880,0,33,3,31/12/2020,01/04/2028
VEN-03881,1,34,6,01/08/2023,31/08/2025
VEN-03882,3,36,4,02/03/2019,31/12/2029
VEN-03883,1,35,3,31/12/2024,31/12/2030
VEN-03884,3,24,3,01/10/2025,01/12/2025
VEN-03885,4,18,3,01/10/2023,01/06/2028
VEN-03886,0,30,4,01/06/2017,31/12/2030
VEN-03887,0,20,5,01/06/2020,31/10/2028
VEN-03888,3,31,6,02/03/2023,02/05/2030
VEN-03889,6,21,5,31/12/2019,01/12/2029
VEN-03890,0,21,4,02/07/2019,01/06/2030
VEN-03891,1,28,5,01/07/2021,31/12/2026
VEN-03892,2,32,6,01/04/2024,02/05/2030
VEN-03893,1,36,7,01/04/2022,01/04/2026
VEN-03894,4,29,6,01/04/2017,02/03/2030
VEN-03895,1,32,5,01/12/2018,01/07/2028
VEN-03896,0,22,3,02/05/2022,01/10/2025
VEN-03897,0,25,3,31/12/2016,01/04/2029
VEN-03898,1,23,2,31/01/2024,02/07/2030
VEN-03899,1,27,5,01/04/2024,02/05/2030
VEN-03900,7,15,3,01/10/2025,01/04/2026
VEN-03901,1,22,1,30/01/2025,02/03/2030
VEN-03902,0,26,3,31/10/2022,01/04/2030
VEN-03903,3,31,2,01/06/2025,31/10/2030
VEN-03904,2,28,5,02/03/2022,01/07/2028
VEN-03905,1,23,5,01/04/2025,02/07/2030
VEN-03906,3,33,3,01/08/2025,01/12/2026
VEN-03907,1,29,5,01/03/2020,01/04/2028
VEN-03908,1,25,5,01/06/2020,31/01/2027
VEN-03909,2,26,1,31/12/2017,02/05/2027
VEN-03910,3,26,4,01/06/2021,31/10/2026
VEN-03911,1,24,4,01/05/2017,30/01/2029
VEN-03912,2,23,11,31/12/2020,01/07/2029
VEN-03913,2,27,1,02/04/2023,31/12/2029
VEN-03914,1,24,4,01/08/2024,01/07/2029
VEN-03915,4,27,4,30/01/2021,31/12/2025
VEN-03916,1,34,8,02/03/2022,01/10/2027
VEN-03917,1,26,6,31/10/2020,31/10/2028
VEN-03918,0,18,6,01/04/2016,01/10/2027
VEN-03919,2,44,5,01/06/2025,01/04/2026
VEN-03920,3,27,7,01/06/2022,02/07/2026
VEN-03921,1,24,5,01/08/2024,01/06/2028
VEN-03922,1,22,4,31/12/2017,01/08/2027
VEN-03923,0,28,4,01/08/2020,02/05/2029
VEN-03924,4,31,2,30/09/2024,30/01/2029
VEN-03925,2,27,3,31/12/2017,01/10/2026
VEN-03926,3,28,6,30/09/2024,30/11/2028
VEN-03927,4,29,3,01/04/2018,01/08/2028
VEN-03928,3,24,4,01/01/2016,31/12/2025
VEN-03929,1,25,4,31/10/2020,30/01/2030
VEN-03930,3,19,6,02/07/2019,01/07/2029
VEN-03931,1,21,5,01/10/2025,01/06/2030
VEN-03932,1,24,5,02/05/2019,31/12/2030
VEN-03933,0,33,5,01/06/2024,01/12/2026
VEN-03934,2,23,4,31/08/2021,01/12/2029
VEN-03935,2,25,6,31/10/2020,31/10/2030
VEN-03936,1,32,3,02/05/2018,01/05/2025
VEN-03937,3,22,8,30/01/2018,31/12/2028
VEN-03938,4,30,3,31/08/2016,31/12/2029
VEN-03939,4,32,3,01/06/2018,31/12/2025
VEN-03940,1,33,6,02/03/2025,01/07/2025
VEN-03941,2,36,3,31/01/2019,31/01/2027
VEN-03942,2,22,2,01/04/2024,30/01/2026
VEN-03943,2,32,6,01/07/2016,01/06/2026
VEN-03944,2,33,2,01/05/2017,01/09/2026
VEN-03945,3,36,4,31/10/2022,01/09/2026
VEN-03946,0,28,5,02/03/2025,31/01/2028
VEN-03947,0,19,3,30/11/2016,31/08/2030
VEN-03948,0,30,3,02/05/2022,02/03/2030
VEN-03949,2,28,3,01/06/2017,01/12/2025
VEN-03950,2,19,2,02/03/2025,31/12/2029
VEN-03951,3,28,4,01/06/2023,31/08/2029
VEN-03952,3,38,6,01/12/2021,01/06/2027
VEN-03953,1,31,3,31/08/2024,01/09/2027
VEN-03954,3,28,4,01/07/2021,31/12/2027
VEN-03955,1,27,5,30/09/2016,01/06/2030
VEN-03956,3,37,3,01/03/2024,01/04/2026
VEN-03957,4,33,1,01/10/2021,01/03/2028
VEN-03958,1,26,5,02/03/2025,01/10/2030
VEN-03959,3,28,4,01/06/2019,02/03/2029
VEN-03960,2,25,5,01/10/2021,31/10/2026
VEN-03961,3,24,2,31/10/2020,31/12/2029
VEN-03962,2,32,8,31/10/2020,02/07/2026
VEN-03963,1,22,4,01/06/2019,01/09/2026
VEN-03964,2,30,5,01/08/2018,31/12/2030
VEN-03965,1,28,6,01/04/2016,01/10/2029
VEN-03966,2,35,4,01/09/2018,02/07/2026
VEN-03967,2,31,6,01/07/2017,01/10/2029
VEN-03968,1,22,2,01/04/2025,02/05/2026
VEN-03969,4,26,5,30/09/2024,31/12/2026
VEN-03970,0,35,2,01/08/2021,01/12/2030
VEN-03971,2,24,4,01/08/2024,01/06/2027
VEN-03972,0,25,4,01/07/2017,01/10/2025
VEN-03973,0,26,4,01/06/2017,31/12/2030
VEN-03974,2,34,2,31/12/2019,01/07/2025
VEN-03975,4,25,4,30/01/2021,01/12/2030
VEN-03976,1,29,5,01/06/2017,01/12/2027
VEN-03977,0,24,4,01/04/2020,31/10/2026
VEN-03978,3,29,3,01/06/2016,31/12/2026
VEN-03979,1,20,5,01/12/2017,31/12/2025
VEN-03980,0,27,10,01/08/2022,02/05/2030
VEN-03981,0,24,2,02/07/2019,31/10/2030
VEN-03982,3,31,1,31/08/2024,01/07/2029
VEN-03983,2,25,3,01/07/2025,01/08/2026
VEN-03984,3,20,7,30/01/2025,01/06/2028
VEN-03985,2,30,5,31/01/2016,02/05/2029
VEN-03986,3,24,5,31/08/2024,01/05/2025
VEN-03987,3,30,2,01/12/2023,30/11/2028
VEN-03988,2,22,4,02/03/2019,31/10/2026
VEN-03989,2,19,3,01/04/2024,01/07/2029
VEN-03990,1,33,2,30/09/2024,01/06/2030
VEN-03991,5,26,6,31/12/2018,02/05/2027
VEN-03992,2,31,5,01/06/2016,01/10/2026
VEN-03993,5,22,1,31/08/2024,01/08/2027
VEN-03994,0,23,1,02/05/2019,01/06/2025
VEN-03995,1,28,6,01/08/2020,01/10/2026
VEN-03996,2,22,2,01/06/2016,01/08/2026
VEN-03997,2,29,5,01/06/2016,01/06/2025
VEN-03998,4,23,3,01/05/2020,31/08/2029
VEN-03999,0,27,6,30/01/2017,31/12/2027
VEN-04000,1,28,3,01/12/2023,01/04/2030
VEN-04001,0,23,4,31/01/2020,31/12/2026
VEN-04002,1,40,5,01/04/2024,01/12/2026
VEN-04003,3,33,3,01/10/2025,01/10/2027
VEN-04004,3,33,1,01/04/2018,01/09/2026
VEN-04005,0,29,6,01/05/2020,31/08/2029
VEN-04006,2,18,4,01/12/2025,30/01/2030
VEN-04007,3,21,5,01/12/2017,02/03/2029
VEN-04008,4,31,2,02/03/2017,01/06/2026
VEN-04009,4,26,7,31/12/2021,01/10/2029
VEN-04010,1,24,2,31/08/2025,01/06/2027
VEN-04011,3,33,4,31/12/2022,01/12/2030
VEN-04012,2,30,2,01/12/2019,02/07/2027
VEN-04013,1,29,3,01/06/2025,30/09/2028
VEN-04014,0,29,3,30/01/2022,01/08/2027
VEN-04015,0,30,4,01/10/2023,02/05/2030
VEN-04016,3,38,5,01/11/2019,01/10/2025
VEN-04017,2,29,6,01/12/2023,01/12/2030
VEN-04018,0,16,5,02/03/2018,02/03/2030
VEN-04019,2,21,2,01/12/2022,01/07/2025
VEN-04020,2,25,4,31/10/2024,02/07/2026
VEN-04021,1,30,3,02/04/2023,02/03/2027
VEN-04022,2,33,8,01/07/2016,01/06/2027
VEN-04023,2,27,6,31/12/2017,31/08/2028
VEN-04024,0,27,2,31/12/2019,30/11/2028
VEN-04025,4,27,6,01/12/2023,01/04/2026
VEN-04026,2,27,3,02/03/2022,01/12/2029
VEN-04027,2,19,5,02/05/2021,01/05/2025
VEN-04028,1,26,5,01/03/2016,31/08/2028
VEN-04029,0,37,5,01/10/2022,01/08/2029
VEN-04030,3,28,7,31/10/2017,02/05/2027
VEN-04031,3,24,5,31/01/2023,01/09/2027
VEN-04032,3,28,2,01/05/2024,01/05/2025
VEN-04033,1,25,2,01/04/2018,30/01/2026
VEN-04034,2,21,4,30/01/2025,01/03/2028
VEN-04035,4,22,2,01/04/2018,31/12/2025
VEN-04036,0,23,2,30/09/2016,01/07/2028
VEN-04037,1,38,2,01/07/2024,02/07/2030
VEN-04038,4,31,6,31/01/2020,02/05/2027
VEN-04039,0,28,5,01/05/2024,02/05/2029
VEN-04040,2,38,1,02/05/2021,30/11/2028
VEN-04041,0,32,2,02/05/2021,01/07/2029
VEN-04042,5,29,4,02/03/2025,31/10/2029
VEN-04043,2,28,5,31/01/2024,02/05/2029
VEN-04044,2,31,4,01/07/2020,01/07/2025
VEN-04045,1,28,6,01/08/2017,01/12/2029
VEN-04046,5,36,5,02/04/2023,01/12/2029
VEN-04047,2,22,6,01/08/2017,01/08/2027
VEN-04048,1,31,8,01/01/2024,31/08/2028
VEN-04049,2,28,3,01/10/2025,31/12/2029
VEN-04050,1,26,4,30/01/2022,02/03/2027
VEN-04051,3,14,4,01/12/2025,01/04/2026
VEN-04052,2,24,4,01/08/2025,01/04/2029
VEN-04053,0,33,4,01/12/2022,02/03/2027
VEN-04054,2,22,3,31/12/2019,02/05/2029
VEN-04055,1,19,6,01/05/2016,01/08/2027
VEN-04056,1,24,2,01/10/2019,31/08/2029
VEN-04057,2,23,2,02/04/2019,02/05/2026
VEN-04058,2,24,4,31/12/2018,01/09/2027
VEN-04059,2,30,4,30/09/2020,01/06/2028
VEN-04060,2,37,5,01/10/2025,01/08/2028
VEN-04061,2,23,5,01/08/2022,30/01/2030
VEN-04062,3,32,3,01/03/2024,31/12/2027
VEN-04063,2,26,5,01/05/2020,31/12/2030
VEN-04064,2,26,3,01/04/2018,01/06/2027
VEN-04065,1,30,2,31/08/2021,30/01/2030
VEN-04066,2,30,3,01/04/2020,31/12/2025
VEN-04067,1,27,7,01/08/2019,31/12/2027
VEN-04068,1,30,5,31/10/2025,01/08/2030
VEN-04069,2,28,10,02/07/2018,31/08/2030
VEN-04070,1,31,2,01/09/2018,31/12/2025
VEN-04071,2,25,5,01/05/2016,02/03/2027
VEN-04072,2,22,4,31/10/2021,31/12/2028
VEN-04073,1,18,4,01/04/2016,01/08/2025
VEN-04074,1,26,6,02/05/2023,01/08/2027
VEN-04075,1,27,3,01/12/2021,01/08/2030
VEN-04076,2,33,3,01/06/2018,31/12/2029
VEN-04077,2,25,2,31/12/2020,31/01/2028
VEN-04078,2,34,5,02/05/2022,31/12/2027
VEN-04079,2,25,3,01/03/2020,02/05/2027
VEN-04080,1,26,5,01/06/2021,02/05/2026
VEN-04081,3,31,3,31/12/2024,01/04/2029
VEN-04082,3,29,4,01/05/2017,02/03/2026
VEN-04083,0,30,5,02/05/2018,01/08/2029
VEN-04084,0,24,1,01/07/2024,01/08/2027
VEN-04085,1,24,4,01/11/2023,31/10/2029
VEN-04086,1,24,6,01/05/2020,01/05/2028
VEN-04087,3,37,3,01/06/2021,31/10/2030
VEN-04088,6,23,4,30/11/2024,30/11/2028
VEN-04089,1,28,3,01/06/2022,01/08/2030
VEN-04090,2,20,4,01/03/2016,02/03/2030
VEN-04091,2,25,4,02/03/2023,01/07/2029
VEN-04092,3,30,1,31/10/2022,01/06/2027
VEN-04093,0,34,4,01/10/2017,31/08/2025
VEN-04094,2,38,6,31/10/2016,01/10/2029
VEN-04095,2,29,7,31/01/2024,31/10/2028
VEN-04096,0,21,4,01/04/2022,01/08/2026
VEN-04097,0,33,6,01/07/2017,31/08/2025
VEN-04098,2,28,6,01/07/2017,02/05/2030
VEN-04099,4,17,1,01/12/2021,01/07/2028
VEN-04100,2,26,8,02/05/2018,31/10/2025
VEN-04101,2,16,6,01/12/2022,01/04/2030
VEN-04102,2,31,3,01/09/2023,01/12/2029
VEN-04103,3,26,1,01/07/2016,01/12/2027
VEN-04104,2,23,2,02/07/2019,31/10/2026
VEN-04105,1,24,5,02/03/2018,02/07/2026
VEN-04106,0,27,3,01/08/2023,30/01/2029
VEN-04107,0,26,4,01/10/2025,01/10/2026
VEN-04108,1,25,8,01/10/2025,01/06/2028
VEN-04109,1,25,3,31/12/2018,01/06/2025
VEN-04110,0,25,7,01/12/2022,01/08/2028
VEN-04111,1,28,4,30/09/2020,02/07/2027
VEN-04112,3,28,4,31/10/2018,01/12/2030
VEN-04113,2,22,5,01/04/2018,02/03/2029
VEN-04114,0,29,8,01/03/2024,30/09/2028
VEN-04115,1,26,5,01/04/2020,01/11/2027
VEN-04116,4,29,6,01/09/2019,02/07/2026
VEN-04117,1,27,5,01/04/2020,01/07/2029
VEN-04118,3,29,4,02/05/2018,01/09/2027
VEN-04119,4,24,4,02/05/2022,02/03/2026
VEN-04120,1,28,3,31/10/2022,31/10/2025
VEN-04121,5,28,5,01/10/2022,01/08/2028
VEN-04122,0,22,3,30/11/2024,02/04/2027
VEN-04123,1,26,4,01/07/2025,01/08/2025
VEN-04124,4,28,2,31/12/2019,31/12/2026
VEN-04125,2,30,5,01/01/2016,31/12/2030
VEN-04126,1,25,7,31/08/2024,31/12/2028
VEN-04127,1,28,1,01/06/2023,31/12/2025
VEN-04128,3,20,3,01/12/2025,01/08/2030
VEN-04129,1,20,1,02/07/2023,31/12/2030
VEN-04130,1,24,2,31/08/2024,01/12/2026
VEN-04131,0,26,5,01/01/2016,31/01/2028
VEN-04132,3,20,3,02/05/2023,02/03/2030
VEN-04133,2,26,6,31/08/2016,31/01/2028
VEN-04134,1,19,4,02/03/2019,02/05/2030
VEN-04135,0,28,7,31/10/2022,01/06/2028
VEN-04136,0,22,4,31/08/2022,30/11/2028
VEN-04137,1,26,5,31/12/2024,31/12/2029
VEN-04138,0,25,5,30/09/2016,02/05/2029
VEN-04139,2,34,4,01/12/2017,01/07/2025
VEN-04140,2,29,4,02/07/2018,01/12/2029
VEN-04141,1,32,4,01/10/2025,01/10/2025
VEN-04142,2,23,4,31/01/2016,01/06/2027
VEN-04143,1,28,11,02/07/2023,01/06/2025
VEN-04144,0,19,5,02/05/2019,31/12/2030
VEN-04145,2,33,5,01/04/2020,31/10/2028
VEN-04146,1,30,2,01/10/2025,02/07/2027
VEN-04147,3,22,1,31/12/2021,02/03/2030
VEN-04148,1,20,3,01/07/2024,01/10/2025
VEN-04149,0,34,4,01/04/2024,01/08/2026
VEN-04150,0,24,4,02/04/2023,01/07/2029
VEN-04151,1,29,7,01/12/2025,01/08/2030
VEN-04152,1,25,5,01/12/2018,02/04/2027
VEN-04153,1,25,6,02/07/2018,01/04/2029
VEN-04154,0,26,5,02/07/2019,01/06/2025
VEN-04155,2,31,6,01/06/2021,01/09/2026
VEN-04156,2,31,5,01/12/2023,02/05/2026
VEN-04157,0,21,5,01/11/2019,01/03/2028
VEN-04158,2,23,2,31/12/2018,01/06/2027
VEN-04159,3,20,6,01/11/2023,31/10/2025
VEN-04160,3,28,4,02/03/2023,02/07/2026
VEN-04161,3,25,2,01/06/2017,31/10/2025
VEN-04162,5,23,4,02/04/2019,30/01/2026
VEN-04163,1,25,5,31/12/2020,30/01/2029
VEN-04164,1,26,7,31/10/2022,01/04/2026
VEN-04165,4,28,2,01/10/2023,31/08/2025
VEN-04166,2,31,6,01/11/2023,30/11/2028
VEN-04167,3,30,2,30/01/2017,01/08/2029
VEN-04168,0,21,3,31/12/2020,31/12/2025
VEN-04169,3,27,2,01/05/2020,01/06/2027
VEN-04170,4,28,1,01/03/2016,31/10/2029
VEN-04171,1,35,5,31/12/2018,02/03/2026
VEN-04172,1,25,4,02/07/2019,02/03/2030
VEN-04173,1,29,6,01/09/2023,31/10/2028
VEN-04174,4,34,2,01/06/2022,01/06/2029
VEN-04175,2,27,7,01/05/2025,30/01/2030
VEN-04176,5,31,5,30/09/2020,01/09/2026
VEN-04177,3,32,2,02/04/2023,01/09/2026
VEN-04178,5,25,4,01/08/2021,01/08/2028
VEN-04179,5,35,4,01/10/2021,31/10/2029
VEN-04180,2,26,5,31/08/2025,31/08/2025
VEN-04181,3,31,4,30/11/2020,31/10/2028
VEN-04182,4,31,6,02/04/2019,01/10/2030
VEN-04183,1,24,7,01/12/2017,31/10/2028
VEN-04184,1,36,5,01/12/2023,01/05/2025
VEN-04185,2,25,4,31/12/2021,01/04/2026
VEN-04186,3,31,3,01/08/2020,01/08/2026
VEN-04187,2,24,2,31/08/2017,02/07/2027
VEN-04188,3,31,5,01/04/2025,01/10/2025
VEN-04189,2,30,4,31/12/2020,31/10/2029
VEN-04190,1,21,4,30/01/2018,31/12/2030
VEN-04191,2,22,3,01/08/2025,02/07/2027
VEN-04192,5,24,4,01/10/2025,01/07/2025
VEN-04193,1,26,6,30/01/2025,30/01/2029
VEN-04194,2,29,6,01/10/2022,01/05/2025
VEN-04195,2,30,5,30/09/2024,02/05/2027
VEN-04196,1,28,10,02/03/2022,31/10/2025
VEN-04197,2,21,4,31/12/2022,30/11/2028
VEN-04198,2,30,1,01/04/2018,02/05/2030
VEN-04199,2,27,4,02/03/2022,02/07/2027
VEN-04200,2,22,7,01/04/2016,01/08/2027
VEN-04201,2,32,3,01/06/2024,01/04/2028
VEN-04202,4,31,1,31/01/2024,01/10/2030
VEN-04203,4,24,8,01/12/2017,02/03/2029
VEN-04204,1,31,7,01/08/2024,31/10/2030
VEN-04205,1,30,8,02/03/2022,31/01/2027
VEN-04206,1,22,5,01/10/2019,01/07/2029
VEN-04207,0,20,6,31/12/2016,01/10/2030
VEN-04208,5,23,4,01/10/2023,01/04/2026
VEN-04209,1,27,4,02/03/2023,01/10/2027
VEN-04210,0,32,4,01/10/2025,01/12/2030
VEN-04211,2,28,3,01/12/2021,01/04/2028
VEN-04212,1,21,6,01/09/2023,01/11/2027
VEN-04213,4,28,2,31/01/2023,31/10/2028
VEN-04214,1,37,3,01/08/2023,31/12/2027
VEN-04215,2,22,5,01/01/2016,31/01/2028
VEN-04216,4,32,3,01/06/2020,30/11/2028
VEN-04217,0,23,4,30/11/2020,02/05/2026
VEN-04218,2,22,5,01/06/2021,01/06/2029
VEN-04219,1,24,3,31/01/2020,31/12/2029
VEN-04220,1,37,3,01/08/2022,31/10/2030
VEN-04221,1,25,3,01/06/2024,31/08/2029
VEN-04222,2,26,3,31/01/2023,31/10/2030
VEN-04223,3,33,5,01/10/2022,01/04/2028
VEN-04224,1,20,6,02/04/2023,01/09/2027
VEN-04225,2,32,6,01/07/2024,02/05/2029
VEN-04226,1,26,7,01/05/2017,30/01/2026
VEN-04227,2,24,3,31/08/2021,01/10/2027
VEN-04228,2,29,5,02/05/2021,01/08/2030
VEN-04229,2,30,6,30/01/2017,01/06/2025
VEN-04230,3,36,2,01/06/2017,31/12/2025
VEN-04231,1,28,4,02/07/2023,30/01/2029
VEN-04232,0,21,4,01/01/2016,01/07/2028
VEN-04233,4,25,3,01/10/2021,31/08/2029
VEN-04234,1,31,3,31/12/2020,01/04/2026
VEN-04235,1,24,6,01/08/2016,01/10/2027
VEN-04236,1,38,1,31/08/2016,02/05/2027
VEN-04237,0,27,8,01/08/2016,01/10/2030
VEN-04238,1,28,4,01/04/2024,01/05/2028
VEN-04239,5,33,5,02/03/2025,31/12/2025
VEN-04240,1,23,5,31/10/2022,02/05/2029
VEN-04241,4,41,8,31/01/2023,31/10/2028
VEN-04242,3,27,2,02/05/2019,01/12/2030
VEN-04243,0,21,3,01/05/2024,01/08/2027
VEN-04244,5,28,8,01/08/2023,01/08/2030
VEN-04245,4,27,4,31/12/2017,02/03/2027
VEN-04246,2,25,6,31/12/2019,01/04/2028
VEN-04247,4,28,2,31/12/2017,02/03/2027
VEN-04248,3,41,4,31/12/2016,31/01/2027
VEN-04249,1,28,2,01/08/2016,31/08/2028
VEN-04250,0,26,1,01/04/2016,01/06/2028
VEN-04251,3,20,8,02/04/2019,02/07/2030
VEN-04252,2,24,7,01/08/2020,01/06/2027
VEN-04253,4,22,4,02/07/2019,30/09/2028
VEN-04254,1,21,9,01/08/2018,01/12/2027
VEN-04255,3,24,5,01/04/2017,02/05/2030
VEN-04256,1,21,3,01/12/2019,01/08/2030
VEN-04257,3,25,3,01/03/2020,31/12/2026
VEN-04258,2,23,2,01/10/2021,01/04/2028
VEN-04259,1,28,5,31/10/2017,01/06/2027
VEN-04260,0,25,2,01/06/2022,01/07/2025
VEN-04261,1,33,5,02/07/2022,02/05/2030
VEN-04262,0,28,6,01/11/2019,01/04/2029
VEN-04263,2,30,4,01/09/2019,31/08/2030
VEN-04264,2,31,2,02/07/2022,01/12/2026
VEN-04265,1,21,5,31/10/2025,02/04/2027
VEN-04266,1,27,4,02/07/2018,02/07/2026
VEN-04267,1,27,4,30/01/2025,02/05/2027
VEN-04268,2,30,3,31/08/2024,31/08/2029
VEN-04269,2,22,2,31/10/2024,02/03/2030
VEN-04270,2,25,7,01/10/2018,01/04/2026
VEN-04271,2,26,2,01/06/2018,01/07/2025
VEN-04272,0,24,7,31/10/2020,31/10/2028
VEN-04273,1,25,5,31/12/2024,02/03/2026
VEN-04274,2,29,2,02/03/2025,31/12/2029
VEN-04275,1,20,8,01/05/2020,01/12/2025
VEN-04276,1,33,4,01/08/2017,31/12/2026
VEN-04277,0,32,10,01/12/2018,02/03/2027
VEN-04278,1,23,5,01/07/2020,31/12/2027
VEN-04279,2,23,3,30/11/2020,01/04/2030
VEN-04280,2,24,3,01/08/2018,01/08/2028
VEN-04281,1,32,3,01/11/2023,01/12/2026
VEN-04282,3,20,4,30/09/2024,31/12/2028
VEN-04283,2,26,8,01/06/2022,01/04/2028
VEN-04284,1,27,1,01/06/2024,01/12/2030
VEN-04285,2,28,5,02/04/2023,31/10/2030
VEN-04286,1,17,4,02/03/2017,01/06/2030
VEN-04287,1,30,9,02/03/2021,01/04/2026
VEN-04288,1,35,2,01/04/2021,02/07/2026
VEN-04289,0,28,1,02/07/2018,02/05/2026
VEN-04290,1,39,3,31/12/2022,01/06/2028
VEN-04291,3,23,2,01/12/2018,31/12/2029
VEN-04292,1,25,2,30/09/2020,02/03/2026
VEN-04293,4,22,8,01/04/2020,01/12/2030
VEN-04294,1,18,3,01/04/2022,31/08/2025
VEN-04295,3,26,5,31/08/2016,01/04/2028
VEN-04296,1,22,5,01/04/2016,01/06/2027
VEN-04297,2,36,11,30/09/2024,01/08/2030
VEN-04298,1,39,6,01/01/2024,02/03/2027
VEN-04299,2,29,3,02/07/2018,02/05/2026
VEN-04300,3,35,6,31/08/2020,01/08/2028
VEN-04301,2,21,4,01/04/2018,01/08/2025
VEN-04302,2,21,9,31/08/2022,31/12/2028
VEN-04303,1,25,5,02/07/2019,02/03/2026
VEN-04304,6,15,4,01/05/2024,02/07/2027
VEN-04305,4,22,4,01/05/2016,31/08/2028
VEN-04306,1,28,3,02/03/2019,01/04/2030
VEN-04307,4,27,3,02/07/2019,01/04/2029
VEN-04308,4,27,3,01/08/2024,02/03/2030
VEN-04309,1,25,7,31/12/2016,01/12/2029
VEN-04310,4,19,3,02/04/2023,01/06/2029
VEN-04311,4,27,5,30/09/2024,02/04/2027
VEN-04312,1,26,3,30/01/2021,02/05/2027
VEN-04313,1,31,5,01/04/2016,01/04/2030
VEN-04314,0,27,4,01/10/2021,01/09/2026
VEN-04315,4,32,3,01/12/2025,01/04/2030
VEN-04316,2,29,4,31/10/2016,31/12/2025
VEN-04317,5,15,4,01/06/2019,30/01/2030
VEN-04318,3,23,4,01/06/2019,01/10/2026
VEN-04319,0,21,6,01/06/2020,01/07/2029
VEN-04320,2,18,7,01/04/2025,31/10/2030
VEN-04321,1,29,6,31/12/2018,01/08/2030
VEN-04322,1,19,3,01/07/2024,01/09/2027
VEN-04323,1,26,5,01/12/2023,02/03/2026
VEN-04324,3,24,6,31/01/2020,01/09/2027
VEN-04325,4,25,3,30/09/2020,30/09/2028
VEN-04326,2,31,4,01/09/2023,31/12/2027
VEN-04327,2,35,3,01/05/2025,31/08/2029
VEN-04328,1,30,6,01/01/2024,31/12/2028
