vendor_reference,business_service_dependency_pct,viable_alternative_provider_count,single_region_delivery_pct,declared_subcontractor_count,relationship_manager_change_count_24m
VEN-04097,8.424531066287196,0,18.231336327916427,1,0
VEN-04098,37.29534084915498,2,66.60891682935309,2,1
VEN-04099,17.605863103536844,1,56.25622640448601,6,0
VEN-04100,40.110984398484526,2,86.86807288333011,5,0
VEN-04101,51.4987579160374,2,40.767981528137085,4,0
VEN-04102,28.06099625003111,3,71.97728044371961,2,1
VEN-04103,32.96586346397937,6,54.15627716788113,1,2
VEN-04104,21.20328189308024,3,16.49589307524603,5,1
VEN-04105,14.475475156156156,1,56.39088970386097,1,1
VEN-04106,19.222148164688463,2,81.14233093964204,5,2
VEN-04107,37.32953251689592,2,29.71211984599661,2,0
VEN-04108,22.397362307101535,3,47.65303027051514,4,0
VEN-04109,44.26370470459387,3,57.41178009307602,3,0
VEN-04110,10.17445291004169,3,20.9405480783778,1,1
VEN-04111,22.789563442403622,3,61.78062644146339,4,2
VEN-04112,6.827218077268602,5,54.29884632305038,7,0
VEN-04113,59.3971507683347,4,21.4982618109422,1,0
VEN-04114,47.364106447448194,2,29.95989148231372,3,0
VEN-04115,67.96559354434709,0,63.62596208080844,2,0
VEN-04116,62.81279117960351,1,64.25362056867807,1,1
VEN-04117,51.82717235211759,5,50.59487007305992,1,0
VEN-04118,34.82794684772932,2,65.42267887567562,4,0
VEN-04119,20.29921361888342,1,67.39357143064461,3,0
VEN-04120,17.6077623467327,5,28.861221343278917,2,0
VEN-04121,35.09589334518533,3,32.93377800976928,5,0
VEN-04122,31.77736846431201,1,43.50232058568218,3,1
VEN-04123,33.4523651902427,2,13.874851741074634,5,1
VEN-04124,10.484316242072184,2,46.412477123906,2,0
VEN-04125,29.218508564565735,0,65.0382958504007,4,0
VEN-04126,39.71037493915263,3,72.2893481604993,5,2
VEN-04127,31.17271907246969,0,50.20246616567887,2,0
VEN-04128,52.10587774523929,3,17.14110176501982,5,0
VEN-04129,50.25646036607898,1,50.74756141174689,3,2
VEN-04130,27.42448417313396,1,58.12284714441836,0,2
VEN-04131,47.78843089969237,1,48.34227859259093,1,1
VEN-04132,69.55155566885838,1,18.31693588716205,3,0
VEN-04133,33.30345797587643,1,53.794231857792205,7,0
VEN-04134,28.69587143278942,4,53.41988375054033,2,5
VEN-04135,70.25606083286281,2,45.03505953734776,6,1
VEN-04136,50.549798391056456,4,30.91385554408715,2,0
VEN-04137,60.5610921376836,2,5.832986608217686,3,1
VEN-04138,32.2643973917714,2,26.13655044466289,2,0
VEN-04139,34.00983211169598,1,30.41890000479071,1,0
VEN-04140,13.375061780319976,2,39.31376525114263,1,1
VEN-04141,14.83752438666302,2,49.95751984529607,3,3
VEN-04142,36.10980426548301,4,38.47375731471443,0,0
VEN-04143,26.72694279482785,0,29.32494165864406,2,0
VEN-04144,41.31300356240665,1,22.801567334526105,3,0
VEN-04145,56.573107653305286,5,45.727599875087066,3,0
VEN-04146,52.82808611856949,2,46.4316133557432,3,1
VEN-04147,69.69660961202115,3,47.71043792936182,4,0
VEN-04148,17.77326153444518,4,81.59059818259793,1,1
VEN-04149,17.002280426454707,1,55.39034439410975,3,1
VEN-04150,70.61307879892966,4,49.16415080780667,3,0
VEN-04151,11.13622099352855,2,56.23195587943189,3,0
VEN-04152,21.03451084172384,3,75.97149569370617,3,1
VEN-04153,17.34478277038256,2,47.67837857020576,1,0
VEN-04154,26.462704071959504,0,65.23329927095234,7,0
VEN-04155,22.98370886708785,3,83.77409929435696,3,0
VEN-04156,66.6070935321164,0,55.93997641971784,3,0
VEN-04157,41.33022890630347,1,50.27960182432327,0,1
VEN-04158,54.0862558722064,2,5.833867742710527,3,1
VEN-04159,43.26283890406967,2,25.973925608645644,2,2
VEN-04160,28.201746840689307,3,18.658537214255205,6,1
VEN-04161,14.647289056585963,3,65.62709401185934,4,0
VEN-04162,42.255406503440526,1,70.92344012393498,3,0
VEN-04163,49.73434578713372,0,31.858052090528965,1,0
VEN-04164,35.63909121354165,2,34.02346084114154,2,0
VEN-04165,60.576829899990734,4,43.75210621426939,5,1
VEN-04166,62.077711916455016,0,20.43437214744648,3,1
VEN-04167,15.383835519084258,1,61.84701853237782,3,1
VEN-04168,29.71619873726522,3,72.33675551063953,5,0
VEN-04169,34.40761364121664,4,58.77850874647861,2,3
VEN-04170,7.667273731318492,1,36.02136208137709,3,1
VEN-04171,65.71809868076508,4,49.03532240302138,1,0
VEN-04172,24.39829075926149,1,29.549705165581152,5,1
VEN-04173,25.921499793678382,2,53.23282738686168,3,0
VEN-04174,48.27428436747488,1,65.73631331818994,2,2
VEN-04175,66.56326021946941,1,43.01867398855294,0,0
VEN-04176,64.88588824073365,2,76.66778722287681,4,0
VEN-04177,27.67915489783425,0,14.18184943867132,4,1
VEN-04178,16.665552597443995,0,60.17577827192609,4,1
VEN-04179,29.895452877158345,3,36.95452967406689,2,0
VEN-04180,33.40274190270494,4,27.382077618131305,3,0
VEN-04181,51.87932062118179,1,93.259225454712,3,0
VEN-04182,49.72714388488665,1,28.623811851013908,3,1
VEN-04183,84.94153791746659,2,17.886157159677573,2,1
VEN-04184,39.77255546578333,2,51.37257504472893,5,1
VEN-04185,65.11597616724069,3,47.240711825830914,5,1
VEN-04186,78.493062870021,1,37.90442237753975,4,0
VEN-04187,27.315854802646214,0,50.31404208829811,5,2
VEN-04188,56.64043720851411,3,68.19310496394355,3,1
VEN-04189,23.3108345157446,3,66.51856345517983,5,1
VEN-04190,60.67685481268368,2,75.22980920046611,4,2
VEN-04191,15.079148759118556,2,22.648217963982344,5,0
VEN-04192,18.18576718010117,2,12.84145299060802,2,0
VEN-04193,69.25380007629757,2,32.19725955868834,7,0
VEN-04194,5.611676162753095,4,56.59986108153052,8,0
VEN-04195,23.01748914154067,3,3.7677892179440384,0,0
VEN-04196,22.06166144070525,0,45.50877215410285,5,0
VEN-04197,26.22715414472466,1,26.96841171912112,1,0
VEN-04198,29.099796494431256,1,32.3988508157658,4,1
VEN-04199,39.43887984612162,2,18.78709174249372,3,1
VEN-04200,21.517339821538982,0,52.148627278721705,3,1
VEN-04201,54.231220466357,1,58.15020902551347,4,0
VEN-04202,16.689797053340488,4,18.13686885301616,4,0
VEN-04203,33.28432461746217,2,31.380456530179394,0,1
VEN-04204,52.928343848745016,2,67.58759307124025,2,0
VEN-04205,48.63897572758796,0,73.51990548699708,3,0
VEN-04206,33.26029363124369,0,53.16104535960298,3,1
VEN-04207,62.917917491788245,3,17.339210388919923,4,0
VEN-04208,37.91824311603483,0,61.54447210635292,4,0
VEN-04209,68.47336773689533,2,54.2025593323721,6,1
VEN-04210,76.7158198258709,3,32.22989878895996,3,1
VEN-04211,20.77458959397837,1,41.33307636969659,0,1
VEN-04212,34.154590784021536,2,60.977946559458914,2,1
VEN-04213,25.258423281650373,5,73.82942513856713,3,1
VEN-04214,44.74868814295747,0,60.22181392554208,3,0
VEN-04215,36.530462240939976,1,13.492081143208988,3,2
VEN-04216,69.24761516862864,2,54.59930711173827,5,2
VEN-04217,19.730062239186203,3,70.45139421115678,0,0
VEN-04218,48.90891488291834,2,33.72575788780885,4,0
VEN-04219,15.622410768476996,2,26.922287228398297,6,0
VEN-04220,63.08333649841359,2,34.44236518508805,1,0
VEN-04221,41.12185847138114,3,67.7425653357551,1,0
VEN-04222,45.64460002440941,1,46.67269750940508,4,0
VEN-04223,24.53778951147093,4,70.9809102966593,3,1
VEN-04224,37.59443811242311,1,72.63766367593307,3,0
VEN-04225,34.64761250047619,3,87.23451390974259,4,0
VEN-04226,34.62025465679268,1,41.83580495005499,3,0
VEN-04227,37.08412760940482,1,46.596685258310885,5,1
VEN-04228,31.64813337471322,1,61.10128761454238,3,1
VEN-04229,59.28387185682503,5,43.146775681846336,3,0
VEN-04230,38.91151576768279,1,90.08307612761948,4,3
VEN-04231,85.01290550807967,2,46.42738745899072,2,0
VEN-04232,12.963947137779297,0,7.35593913719664,4,0
VEN-04233,6.46027429116088,4,27.919601842760493,3,0
VEN-04234,72.18952367131595,1,41.79590639547944,4,0
VEN-04235,20.91950022021458,5,30.22959735760276,5,0
VEN-04236,46.76503397809428,2,44.45671671035039,3,0
VEN-04237,29.60208331996843,0,47.46725638016045,5,1
VEN-04238,22.994127519306968,3,35.56237503874528,5,0
VEN-04239,65.05051144467635,0,20.97647128419289,4,2
VEN-04240,28.8606955420576,0,50.99822233996332,3,0
VEN-04241,34.2584437802585,2,53.92646429181536,2,4
VEN-04242,29.388340893716208,2,64.99317433522123,5,1
VEN-04243,20.85814070778015,3,52.6917226453837,5,1
VEN-04244,60.476787362185,2,36.26700663667079,3,1
VEN-04245,22.19096479779232,1,78.5217800757522,3,1
VEN-04246,32.14757685643461,3,54.2670303817188,0,1
VEN-04247,13.750173178238615,1,28.29458803781053,0,0
VEN-04248,30.76016497658592,6,27.183370351877407,4,0
VEN-04249,37.25649306726245,2,20.925078110234928,6,0
VEN-04250,19.43393637105136,1,15.99337959193756,4,1
VEN-04251,27.664685740569944,1,17.262266423288732,5,0
VEN-04252,42.67851897332464,0,9.121607566621238,3,0
VEN-04253,31.6649835445522,3,71.2149445865196,1,0
VEN-04254,35.03042743051466,1,44.81466485769584,3,0
VEN-04255,79.23203642595007,1,58.65409095710265,2,1
VEN-04256,40.4623967954542,1,35.63211973395577,1,1
VEN-04257,47.82847566868699,1,42.15339204730856,1,3
VEN-04258,23.705035250927253,2,45.22379231721816,4,1
VEN-04259,67.79703853160682,2,67.79988793884507,2,0
VEN-04260,14.909285742986675,1,25.80580985805536,2,0
VEN-04261,19.38199872133259,3,25.88053177805074,7,3
VEN-04262,41.02970935159681,3,47.93197674921076,3,0
VEN-04263,30.65738237337554,2,40.36214715738974,3,0
VEN-04264,45.75169484078513,1,56.14222171420467,6,0
VEN-04265,40.19676302777177,4,78.68867399024927,2,0
VEN-04266,48.51999382453524,3,32.32508737130389,3,0
VEN-04267,43.38735279442322,1,57.24619691585945,3,0
VEN-04268,52.52453775899957,1,31.58311830979112,4,1
VEN-04269,31.40830631305659,7,53.67378165256825,1,0
VEN-04270,23.11001009236819,2,6.831918323189884,4,1
VEN-04271,69.90196192722264,2,65.54857678901456,4,0
VEN-04272,2.924867533386708,1,31.850808171415235,3,1
VEN-04273,46.608665702706666,2,32.45909075620034,5,1
VEN-04274,9.081347824690123,2,58.60982338229204,6,3
VEN-04275,73.51219526486148,0,37.96709835527444,3,0
VEN-04276,9.504979877837789,2,21.359523805733723,4,0
VEN-04277,71.14263885110454,2,49.1845077179523,2,0
VEN-04278,26.9684111105846,2,21.3897980326136,7,1
VEN-04279,34.163905612348195,2,56.76281894435872,2,0
VEN-04280,58.04366467059767,5,47.964933889835365,1,0
VEN-04281,17.98383722249634,0,49.02623014892664,1,0
VEN-04282,34.755753101651635,3,45.949137044772975,1,0
VEN-04283,22.10746309937943,3,45.257868682156335,6,0
VEN-04284,32.062191767214,2,15.539347154535148,2,0
VEN-04285,17.813556841738666,0,67.43975014100556,2,1
VEN-04286,38.04672913253578,6,21.57028352379372,0,0
VEN-04287,59.66209111354491,2,46.15316129259922,2,0
VEN-04288,23.134471523523416,1,63.50400031429837,5,0
VEN-04289,20.474645041021905,0,40.23065729263356,2,1
VEN-04290,15.0501284521682,1,27.16798930090405,5,1
VEN-04291,41.890812221094215,5,68.88118214190901,2,2
VEN-04292,66.32815329669927,1,39.29768951149735,6,1
VEN-04293,11.960780151070228,1,27.884619272011584,5,0
VEN-04294,21.25259999594394,1,56.95504319169002,4,1
VEN-04295,73.8795685613056,2,46.59027068504788,1,1
VEN-04296,34.0642934545953,0,44.623959960310415,4,0
VEN-04297,8.245319106413417,1,40.34965029725501,4,0
VEN-04298,57.27064057452967,0,53.675545411186285,4,4
VEN-04299,10.201113996709584,0,45.75646140378711,4,1
VEN-04300,39.14906455055434,2,19.040145793616656,8,1
VEN-04301,79.88722574596477,1,28.63326131457169,4,1
VEN-04302,37.34860588362276,1,80.54504670119465,4,1
VEN-04303,37.005646531491344,0,23.3607939738187,3,0
VEN-04304,40.80165951063647,2,27.11860201490901,9,2
VEN-04305,43.44950238369246,4,88.53943430504187,1,2
VEN-04306,41.43833614425166,2,44.162937466237295,1,1
VEN-04307,23.00248250642852,2,61.42117708572789,2,1
VEN-04308,41.46182907083008,1,63.03299970368247,3,1
VEN-04309,41.024815250222304,0,26.12327328868516,1,0
VEN-04310,55.67144733296977,3,73.69632107616985,2,1
VEN-04311,68.39445816804506,4,61.02291833900235,2,0
VEN-04312,4.637785346339035,1,38.45313967596186,5,0
VEN-04313,46.45298172264427,3,27.934177048883203,4,1
VEN-04314,63.30168371161328,2,19.475068866725813,5,0
VEN-04315,51.00318379845108,2,57.46842314465926,2,1
VEN-04316,27.42212479183414,2,81.59380668895638,2,0
VEN-04317,24.12818935567372,1,52.36935964778191,7,1
VEN-04318,40.90658128013997,2,71.71874682780141,3,1
VEN-04319,60.47110246340267,6,32.95810228095656,7,1
VEN-04320,41.99051570118761,2,58.53989972488015,4,1
VEN-04321,33.78746422112391,6,50.22298671624591,3,0
VEN-04322,27.160141410640332,3,65.2754684580042,6,1
VEN-04323,25.498271750132417,3,38.381935542738425,3,0
VEN-04324,35.42086031387745,1,28.384834238078767,2,0
VEN-04325,43.74617151375067,5,37.65325192450739,2,0
VEN-04326,28.062890115269703,5,22.751051719843883,4,0
VEN-04327,21.392105931198422,1,65.61242656185128,8,1
VEN-04328,41.2864159328424,2,42.496092175248585,5,0
VEN-04329,45.51004800709768,2,72.16093919289177,3,1
VEN-04330,40.17313888120594,1,83.13421761545635,6,1
VEN-04331,65.26809367600076,3,61.59608226810603,2,1
VEN-04332,58.35993049371787,5,52.17624622962204,1,1
VEN-04333,22.02611946137141,1,37.472215770576994,5,0
VEN-04334,52.0130755607062,0,6.380372645647824,4,1
VEN-04335,19.050522216315606,1,39.04729082425831,6,0
VEN-04336,85.17154455400805,2,55.57318907104123,2,2
VEN-04337,23.164011313905387,1,37.61672422539652,4,0
VEN-04338,13.458365979018224,2,8.43112562795223,3,0
VEN-04339,49.812536125138095,2,34.3696732062588,4,0
VEN-04340,59.09248794221714,1,22.227401424665768,4,0
VEN-04341,46.7618390353089,4,79.36313494898744,1,0
VEN-04342,16.101223267246954,2,33.39831077311422,2,0
VEN-04343,54.745244833841824,0,35.213069230773854,4,1
VEN-04344,50.55454434245169,1,27.890629064828087,1,0
VEN-04345,36.38684829031567,0,84.62471971256006,2,0
VEN-04346,19.293899542607196,0,13.315185871253131,4,2
VEN-04347,25.43648192546196,2,81.20135729796652,2,0
VEN-04348,22.526067922190595,2,70.30224681224975,2,1
VEN-04349,29.040035715150324,1,50.52475747488665,4,0
VEN-04350,66.89121318391558,3,70.14114787735308,1,3
VEN-04351,58.29668997686133,2,30.985785588243413,1,2
VEN-04352,74.70452452914613,2,45.75407029880172,2,0
VEN-04353,36.40083470420129,1,38.08525261038015,3,1
VEN-04354,62.38078188607818,4,34.951843280111035,5,1
VEN-04355,57.95430668714096,3,81.97316027961385,3,1
VEN-04356,34.92780537037213,0,75.47922417224771,4,0
VEN-04357,30.34039392789663,5,67.0793439012288,5,0
VEN-04358,60.055179856872,2,73.48502891042314,6,0
VEN-04359,34.40656409563833,3,66.03299854426585,3,0
VEN-04360,21.92833186816365,3,55.50077635416654,3,2
VEN-04361,19.43683565197573,0,48.355502403975,7,3
VEN-04362,47.38860322750551,3,88.14987766111553,2,0
VEN-04363,59.2415281099286,3,13.14198990785019,4,1
VEN-04364,27.66386873924735,0,80.69185310743353,3,0
VEN-04365,69.12904398496492,6,37.27813427219511,5,0
VEN-04366,63.93390105350129,1,47.58630483390799,6,0
VEN-04367,27.20350932843511,2,91.40035484793758,2,0
VEN-04368,40.83558742278745,1,67.5068927838525,5,0
VEN-04369,62.66498492549136,2,60.91486178750989,4,2
VEN-04370,44.87561798136552,0,42.00661103833929,3,1
VEN-04371,43.58155250943319,6,82.38030587571585,5,1
VEN-04372,40.56411155965368,1,66.55111812346568,4,0
VEN-04373,36.6434944539288,3,84.2297422066495,4,0
VEN-04374,40.418880056378384,2,35.81240733405339,0,0
VEN-04375,60.39233257951528,6,40.93504561291045,5,0
VEN-04376,15.304121456438033,3,43.55886832537883,1,2
VEN-04377,29.012151184524853,2,19.65696136521412,5,1
VEN-04378,55.81825329238033,1,76.70569994512357,2,1
VEN-04379,45.91043884395496,4,32.92470267639705,3,1
VEN-04380,72.74369425779925,0,38.05341941838939,3,0
VEN-04381,59.9350444352562,1,57.31896132143955,6,0
VEN-04382,61.43521323394987,3,86.88537928760579,3,0
VEN-04383,37.608924592066096,1,81.76229500570675,4,0
VEN-04384,27.065107651041124,1,16.34016812134892,1,1
VEN-04385,34.19580745509136,1,25.27962826276726,4,0
VEN-04386,24.59767472985341,1,22.777217777519283,3,1
VEN-04387,28.2004999292351,5,53.75185655171995,1,0
VEN-04388,62.443364719235326,0,58.80406016178112,5,2
VEN-04389,51.63792353902215,1,20.54706454239186,6,0
VEN-04390,46.28532719106904,0,57.572698553446266,1,1
VEN-04391,78.57704564654672,3,46.58373909263495,3,0
VEN-04392,64.53255090330727,6,54.18074263546087,2,0
VEN-04393,6.674786246360571,3,54.62192422685143,7,2
VEN-04394,58.007689949986926,0,20.223388664102583,1,0
VEN-04395,40.19104066806588,2,14.908343724341638,2,0
VEN-04396,35.52312796348038,2,51.85627663904175,4,1
VEN-04397,48.22796749703705,1,51.5699941237236,0,2
VEN-04398,54.724416826696064,2,57.96242908777034,7,0
VEN-04399,36.9129760846238,4,70.43174297348293,3,0
VEN-04400,36.95870082106913,0,51.15766974695721,2,1
VEN-04401,37.592907074847,1,45.33989820630793,8,1
VEN-04402,61.88171382782247,2,43.37336552694689,3,2
VEN-04403,32.64023980194256,2,45.59960825070969,4,0
VEN-04404,29.685846909106235,3,37.17540923621416,3,0
VEN-04405,40.74711286895076,1,49.51242511803871,4,0
VEN-04406,19.705945359013963,3,57.00049803106404,2,0
VEN-04407,36.88504532413987,0,28.772221483135784,4,0
VEN-04408,33.13489131273889,4,17.169734017146386,6,0
VEN-04409,34.466279220507055,3,55.27976743339325,2,0
VEN-04410,67.65503789814704,1,29.99558911847763,4,1
VEN-04411,39.28830692428396,3,26.3069750770123,4,0
VEN-04412,37.74813025184692,1,81.90890102620352,2,0
VEN-04413,63.66381909452594,3,36.19060557290116,1,0
VEN-04414,42.427081986444406,3,56.44029132358398,2,1
VEN-04415,56.98361380050988,1,53.087969033800405,6,0
VEN-04416,47.73876198123493,2,44.86512530168271,7,1
VEN-04417,71.81892473903156,2,44.38680954224895,4,2
VEN-04418,27.3560493127886,2,53.60003604552558,4,0
VEN-04419,22.56195897857399,2,18.807428556529835,5,0
VEN-04420,48.2597819729267,4,52.569033460680046,3,0
VEN-04421,5.890058711665378,2,18.355113013558285,4,1
VEN-04422,28.383218550755213,2,58.77288916785584,4,0
VEN-04423,56.75008187568914,0,21.512566310253558,6,1
VEN-04424,54.39240803623431,3,33.3473665578247,2,2
VEN-04425,49.70801509307493,3,24.78756410836344,1,3
VEN-04426,43.54767695279704,0,23.792392509174636,5,0
VEN-04427,41.88585685286629,3,61.83952705378668,1,1
VEN-04428,16.847209470760454,1,57.931943924902384,3,0
VEN-04429,13.80853304011066,1,58.01641869557604,4,1
VEN-04430,37.3085716505374,3,38.28880784672416,0,0
VEN-04431,36.102732912414986,3,45.64466261142239,4,2
VEN-04432,34.343873174536164,2,25.29797024112685,3,2
VEN-04433,75.41088578461459,0,50.35642307407148,4,1
VEN-04434,39.10428542322599,1,69.33037037208256,2,0
VEN-04435,70.0519137713063,1,17.08479193581538,3,0
VEN-04436,21.816263334358588,1,34.17801168738099,7,0
VEN-04437,26.18386332799271,1,77.63126020851328,5,1
VEN-04438,15.944581052997872,2,39.496804904088975,1,1
VEN-04439,64.64741451900898,4,37.377237244555545,3,1
VEN-04440,47.96103348240389,1,65.40500372168985,2,1
VEN-04441,47.08426162003421,0,48.539076387350505,6,0
VEN-04442,57.57028532946923,4,14.497598030200916,4,1
VEN-04443,23.469106338630304,1,60.932126953220745,4,1
VEN-04444,29.03537416921545,1,20.69933202943112,7,0
VEN-04445,52.6050957996454,2,65.49258458246013,6,0
VEN-04446,24.996241028177018,2,28.01418143644801,5,1
VEN-04447,15.804568634750984,2,68.15589216123126,6,0
VEN-04448,89.73723254371912,0,45.9749582854052,2,0
VEN-04449,76.86263616180044,0,77.19205979490536,3,0
VEN-04450,57.255235731446064,3,43.212495155198496,7,0
VEN-04451,29.922007916238176,2,36.124796649974826,3,1
VEN-04452,23.09490015092414,2,66.00474282175746,2,0
VEN-04453,27.778906662414084,2,52.81390015587532,5,1
VEN-04454,60.14162343313812,1,22.629055762182865,3,1
VEN-04455,42.74772351791656,2,80.35591241537293,6,1
VEN-04456,62.94389909134593,0,59.26875966189292,2,2
VEN-04457,68.0749433273672,2,41.41520386547045,7,2
VEN-04458,8.31187173285139,2,39.77029752483045,2,2
VEN-04459,36.00210287943542,0,32.53671866097928,3,0
VEN-04460,59.394877352677646,2,37.20170428290236,2,0
VEN-04461,31.004562723480305,1,43.49933754747086,1,0
VEN-04462,25.634429046432032,2,46.52882323919382,4,0
VEN-04463,6.059971145091771,4,21.172700247622867,9,0
VEN-04464,39.36937834381315,0,62.982620090806606,4,2
VEN-04465,57.03458689751992,3,48.8002437752096,5,3
VEN-04466,16.10477463093497,3,35.59085880213503,2,2
VEN-04467,34.22598836938066,0,22.047531387357715,4,0
VEN-04468,74.32834780710391,2,72.73659723111965,0,1
VEN-04469,25.14260781864993,3,60.51179873792453,8,0
VEN-04470,37.41912871957877,1,76.07716375688187,3,0
VEN-04471,29.214904178769,1,48.50853238075168,2,1
VEN-04472,35.9147648958142,2,83.20895857772992,4,1
VEN-04473,50.07362435349649,6,34.961460690196795,6,0
VEN-04474,31.934872154492627,1,25.97945810892749,3,1
VEN-04475,45.31611080242083,0,31.409122433993105,2,0
VEN-04476,21.555062727300424,2,52.0219323555221,0,0
VEN-04477,63.96725683386008,1,66.46534381919115,6,1
VEN-04478,7.989764153819537,1,54.501018966853984,2,0
VEN-04479,52.09198608653932,2,31.82489866314862,3,0
VEN-04480,17.641300118385466,1,12.722049658618928,0,0
VEN-04481,23.87588360311577,3,79.3014651631325,4,0
VEN-04482,53.88758122419587,4,36.17456940749852,0,1
VEN-04483,31.85303925931714,2,23.835038796066076,3,1
VEN-04484,22.734697248145228,0,33.19624395774808,4,2
VEN-04485,33.31568201527037,5,62.42088283863496,2,0
VEN-04486,23.717584767609782,1,64.13069322394077,4,0
VEN-04487,45.244188385040296,2,37.54469478935161,1,1
VEN-04488,43.22386828794037,3,24.997807624672784,2,1
VEN-04489,25.460268986480784,1,43.968393268122334,4,0
VEN-04490,52.35522267082716,4,26.091798857488087,4,2
VEN-04491,58.56598908765191,2,58.33071915241531,3,2
VEN-04492,28.05166892004296,1,51.70525064629118,7,0
VEN-04493,22.203922679360502,3,6.5672843937352425,4,0
VEN-04494,15.2026577706352,2,51.76500282623488,2,0
VEN-04495,12.936295846755952,0,75.86701367817152,1,3
VEN-04496,9.561329664263267,5,44.80442746335106,2,1
VEN-04497,27.481949579524965,6,30.20293837064117,1,4
VEN-04498,12.77666134004019,1,66.5310005907327,6,1
VEN-04499,41.55321541329477,1,36.11352194176834,1,0
VEN-04500,58.66681987946092,1,41.83723157552103,2,2
VEN-04501,26.20145282613243,1,51.88486518548672,3,0
VEN-04502,36.77332207661534,4,64.37991278684365,2,1
VEN-04503,19.24132316162746,0,50.59841048999751,5,0
VEN-04504,51.66923847297538,3,59.45939402841879,4,2
VEN-04505,32.31650707792617,2,32.38118933093006,7,0
VEN-04506,21.90513434708237,2,14.128611339553828,5,0
VEN-04507,44.01042639893198,1,38.52296893305796,2,0
VEN-04508,14.169283019477955,2,70.84490206264918,3,0
VEN-04509,49.33749688743098,2,69.40595976354362,4,1
VEN-04510,28.50086855248297,1,47.950317106202775,1,3
VEN-04511,28.16553565059412,2,37.67647323369928,5,0
VEN-04512,43.61381783415632,0,29.71984940852886,3,0
VEN-04513,7.663290221264394,2,36.215968294492,2,0
VEN-04514,45.06051686210584,1,28.670272577025617,2,1
VEN-04515,6.962252238123915,3,57.96383712398124,5,0
VEN-04516,67.74282792458217,4,34.129259300085764,1,2
VEN-04517,86.10511741403346,2,36.73649091606891,2,0
VEN-04518,63.51111678153634,1,40.8218124338915,3,2
VEN-04519,82.08117372292489,0,79.60348574372692,1,0
VEN-04520,44.0887523400331,2,36.65568776379208,2,0
VEN-04521,54.85663436278969,4,14.803641513217364,3,0
VEN-04522,47.975972965022464,0,40.40902181088159,4,0
VEN-04523,17.946122720240993,0,53.46793140756101,1,1
VEN-04524,21.61648072797753,2,53.23758795157282,1,1
VEN-04525,13.977058558699074,0,28.565688074326527,3,0
VEN-04526,8.151408063423332,2,67.79186430962166,6,1
VEN-04527,39.20174667170019,1,75.08428040898607,2,1
VEN-04528,32.16108270181753,1,32.914002514636906,0,2
VEN-04529,52.98757275148082,3,46.074508295548505,6,1
VEN-04530,21.15232921462839,3,36.09719795709563,0,0
VEN-04531,19.267652188186705,2,63.99969527976364,3,1
VEN-04532,36.68804165771918,2,30.276788179256464,7,3
VEN-04533,12.53869426584582,1,46.793028749494205,7,2
VEN-04534,76.69586157161562,1,48.83387336127748,3,1
VEN-04535,50.35270078549253,1,42.43587643607752,4,0
VEN-04536,13.32786727609528,5,60.105316106568615,5,2
VEN-04537,10.03375739546528,1,70.35849126110372,2,1
VEN-04538,22.43877324083553,4,47.85999238643621,5,0
VEN-04539,68.23604757159067,0,62.60446388521558,3,0
VEN-04540,13.255978171663266,5,19.46464176245008,1,3
VEN-04541,19.66099194002591,2,29.64704574467322,2,1
VEN-04542,62.65403664564526,2,57.21741735214595,3,0
VEN-04543,22.77141068238374,0,72.34850441334139,2,4
VEN-04544,34.109882664550206,1,32.76841799284835,0,1
VEN-04545,56.29579608833061,6,12.506861760986093,4,0
VEN-04546,6.3526486486976825,3,22.86878104684921,3,0
VEN-04547,27.495002418815755,2,36.48982804740083,2,0
VEN-04548,23.41387154063504,1,20.76616405544356,1,1
VEN-04549,19.46145470658596,3,44.28569333568953,3,1
VEN-04550,26.07439957338635,2,73.32398111562732,3,1
VEN-04551,52.70809120022588,1,57.25327912055664,3,0
VEN-04552,67.77184922830911,3,66.87973792681277,5,1
VEN-04553,28.88740993402165,0,70.8675769356645,3,1
VEN-04554,64.97334132314427,3,45.06191281306249,2,1
VEN-04555,30.566302519285895,3,37.81365079117249,0,0
VEN-04556,69.17280120235694,2,43.84613582841519,3,0
VEN-04557,37.71154549672666,3,39.37625404854342,4,1
VEN-04558,69.45307359220998,0,21.335349179528976,6,1
VEN-04559,19.76451559011328,2,30.532174919636272,6,1
VEN-04560,43.37770116835062,2,51.85710849359511,3,1
VEN-04561,33.51525889481697,1,57.89120333726501,4,1
VEN-04562,46.8103897129791,2,13.790350545792418,3,0
VEN-04563,75.35197909347494,3,58.07346522751175,2,1
VEN-04564,18.35055679475405,0,83.05314886395382,3,1
VEN-04565,76.48133475868072,1,47.95378659495144,5,0
VEN-04566,17.86760432565631,2,65.26841217823733,4,1
VEN-04567,38.68773325551886,3,73.39878879505122,2,1
VEN-04568,22.141033800892348,3,11.824648866053955,1,0
VEN-04569,36.16971528885047,3,45.2278048886752,3,0
VEN-04570,56.42505116347463,1,28.63599398732017,3,3
VEN-04571,2.980941104668957,2,81.48013284776003,3,1
VEN-04572,53.33280312161421,2,57.22080484612133,2,0
VEN-04573,18.83224622945418,1,24.56757756202455,4,0
VEN-04574,62.2936609573166,2,64.70464558959415,2,0
VEN-04575,69.32341874448504,1,82.5701164402672,3,0
VEN-04576,38.49664892423756,1,51.89701997216313,3,1
