vendor_key,overdue_review_12m,control_deficiency_12m,concentration_event_12m,financial_distress_12m,contract_non_compliance_12m
VEN-02458,0,0,0,0,0
VEN-02459,0,0,0,1,0
VEN-02460,0,1,0,0,0
VEN-02461,1,1,0,0,0
VEN-02462,0,0,0,0,0
VEN-02463,0,0,0,0,0
VEN-02464,1,0,0,0,0
VEN-02465,0,1,0,0,0
VEN-02466,0,0,0,0,0
VEN-02467,1,0,0,1,0
VEN-02468,0,0,0,0,0
VEN-02469,0,0,0,0,0
VEN-02470,0,0,0,0,0
VEN-02471,0,0,0,0,0
VEN-02472,1,0,0,0,1
VEN-02473,0,0,0,0,1
VEN-02474,0,0,0,0,0
VEN-02475,0,0,0,0,1
VEN-02476,0,0,0,0,0
VEN-02477,0,0,0,0,0
VEN-02478,1,0,0,0,1
VEN-02479,0,0,1,0,0
VEN-02480,0,0,1,1,0
VEN-02481,1,0,0,0,0
VEN-02482,0,0,0,0,0
VEN-02483,1,0,1,0,1
VEN-02484,0,0,0,0,0
VEN-02485,0,0,0,0,1
VEN-02486,0,0,0,0,0
VEN-02487,0,1,0,0,0
VEN-02488,0,0,1,0,0
VEN-02489,0,0,0,1,1
VEN-02490,0,1,0,0,0
VEN-02491,0,0,0,0,0
VEN-02492,1,0,0,0,0
VEN-02493,0,0,0,0,0
VEN-02494,0,1,0,0,0
VEN-02495,0,1,0,0,0
VEN-02496,1,0,0,0,0
VEN-02497,0,0,0,0,1
VEN-02498,0,0,0,0,0
VEN-02499,0,0,0,0,0
VEN-02500,0,1,0,0,0
VEN-02501,0,0,0,0,0
VEN-02502,0,1,0,0,0
VEN-02503,0,1,0,0,0
VEN-02504,0,0,0,0,0
VEN-02505,0,0,0,0,1
VEN-02506,0,1,0,1,0
VEN-02507,0,0,0,0,0
VEN-02508,0,0,0,1,0
VEN-02509,0,0,0,0,0
VEN-02510,0,0,0,0,0
VEN-02511,0,1,0,0,0
VEN-02512,0,1,0,0,0
VEN-02513,0,0,0,0,0
VEN-02514,0,0,0,0,0
VEN-02515,0,0,0,0,0
VEN-02516,0,0,0,0,0
VEN-02517,0,1,0,0,0
VEN-02518,0,0,0,0,0
VEN-02519,0,0,0,0,0
VEN-02520,0,0,0,1,0
VEN-02521,0,1,0,0,0
VEN-02522,0,0,0,0,0
VEN-02523,1,0,0,0,0
VEN-02524,0,0,0,0,0
VEN-02525,0,0,0,0,0
VEN-02526,1,0,0,0,0
VEN-02527,1,0,0,0,0
VEN-02528,0,0,0,0,0
VEN-02529,0,0,0,0,0
VEN-02530,0,0,0,0,0
VEN-02531,0,0,0,0,0
VEN-02532,0,1,0,1,0
VEN-02533,0,0,0,1,1
VEN-02534,0,0,0,0,0
VEN-02535,0,0,0,0,0
VEN-02536,0,1,0,0,0
VEN-02537,1,1,0,0,0
VEN-02538,0,0,0,0,0
VEN-02539,0,1,0,0,0
VEN-02540,0,0,0,0,1
VEN-02541,0,0,0,0,0
VEN-02542,0,0,0,1,0
VEN-02543,0,0,0,0,0
VEN-02544,0,0,1,0,0
VEN-02545,0,0,0,0,0
VEN-02546,1,1,0,0,0
VEN-02547,0,0,0,0,0
VEN-02548,0,0,0,0,0
VEN-02549,0,0,0,0,0
VEN-02550,0,0,0,0,1
VEN-02551,0,0,0,0,0
VEN-02552,0,0,0,0,0
VEN-02553,0,0,0,0,0
VEN-02554,0,0,0,0,0
VEN-02555,0,0,0,0,0
VEN-02556,0,0,0,0,1
VEN-02557,0,0,0,0,0
VEN-02558,1,0,0,0,1
VEN-02559,0,0,0,0,0
VEN-02560,0,0,1,0,0
VEN-02561,1,1,0,0,0
VEN-02562,0,1,0,0,0
VEN-02563,0,1,0,0,0
VEN-02564,0,0,0,0,0
VEN-02565,1,0,0,1,1
VEN-02566,0,0,0,0,0
VEN-02567,1,0,0,0,0
VEN-02568,0,1,0,0,0
VEN-02569,0,0,0,0,0
VEN-02570,0,0,0,0,0
VEN-02571,0,0,0,0,0
VEN-02572,0,0,0,0,0
VEN-02573,0,0,0,0,0
VEN-02574,0,0,0,0,0
VEN-02575,0,0,1,0,0
VEN-02576,0,0,0,0,0
VEN-02577,0,0,0,0,0
VEN-02578,0,0,0,0,0
VEN-02579,0,0,0,0,0
VEN-02580,0,0,0,0,0
VEN-02581,0,0,0,0,0
VEN-02582,0,0,0,0,0
VEN-02583,0,1,0,0,0
VEN-02584,0,0,1,0,0
VEN-02585,0,0,0,1,0
VEN-02586,0,0,0,0,1
VEN-02587,0,0,0,0,0
VEN-02588,0,0,0,1,0
VEN-02589,0,0,0,1,0
VEN-02590,0,0,0,0,0
VEN-02591,1,1,0,0,0
VEN-02592,0,0,0,0,1
VEN-02593,0,0,0,0,0
VEN-02594,0,0,0,0,0
VEN-02595,1,0,0,0,0
VEN-02596,0,0,0,0,0
VEN-02597,0,0,0,0,0
VEN-02598,0,0,0,0,0
VEN-02599,0,0,0,0,0
VEN-02600,0,0,0,1,1
VEN-02601,0,0,1,1,1
VEN-02602,0,0,0,0,0
VEN-02603,0,0,0,0,0
VEN-02604,0,0,0,0,0
VEN-02605,0,0,0,0,0
VEN-02606,0,0,0,0,1
VEN-02607,0,1,0,0,0
VEN-02608,0,0,0,0,0
VEN-02609,0,0,0,0,0
VEN-02610,0,0,0,0,1
VEN-02611,0,0,1,1,0
VEN-02612,0,0,1,0,0
VEN-02613,0,1,0,0,0
VEN-02614,0,0,0,0,0
VEN-02615,0,0,0,1,0
VEN-02616,0,0,0,0,0
VEN-02617,0,0,0,0,0
VEN-02618,0,0,0,0,0
VEN-02619,0,0,0,0,0
VEN-02620,0,1,0,0,0
VEN-02621,0,0,1,0,1
VEN-02622,1,0,0,0,0
VEN-02623,1,0,0,1,0
VEN-02624,0,0,0,1,0
VEN-02625,0,0,0,0,0
VEN-02626,0,0,0,0,0
VEN-02627,0,0,1,0,0
VEN-02628,0,0,0,0,0
VEN-02629,0,0,0,0,0
VEN-02630,0,0,0,1,0
VEN-02631,0,0,0,0,0
VEN-02632,0,0,1,0,0
VEN-02633,0,0,0,1,0
VEN-02634,0,1,0,0,0
VEN-02635,0,0,0,0,0
VEN-02636,1,0,0,0,0
VEN-02637,0,0,0,0,0
VEN-02638,0,1,0,0,0
VEN-02639,0,0,0,0,0
VEN-02640,0,0,0,0,0
VEN-02641,0,0,0,0,0
VEN-02642,0,0,1,0,0
VEN-02643,0,0,0,0,0
VEN-02644,0,1,0,0,0
VEN-02645,0,1,0,0,0
VEN-02646,1,0,0,1,0
VEN-02647,0,0,0,0,0
VEN-02648,0,1,0,0,0
VEN-02649,0,0,0,0,0
VEN-02650,0,0,0,0,0
VEN-02651,0,0,0,0,0
VEN-02652,0,1,0,0,1
VEN-02653,1,0,1,0,0
VEN-02654,0,1,0,0,0
VEN-02655,0,0,0,0,0
VEN-02656,0,0,0,0,1
VEN-02657,0,0,0,0,0
VEN-02658,1,0,0,0,0
VEN-02659,0,0,0,0,0
VEN-02660,0,0,0,0,1
VEN-02661,1,0,0,0,0
VEN-02662,0,0,0,0,0
VEN-02663,1,0,0,0,0
VEN-02664,0,0,0,0,0
VEN-02665,1,1,0,0,1
VEN-02666,0,0,0,0,0
VEN-02667,0,0,1,0,0
VEN-02668,1,0,0,1,0
VEN-02669,0,0,0,1,0
VEN-02670,0,1,0,0,1
VEN-02671,0,0,0,0,0
VEN-02672,0,0,0,0,0
VEN-02673,0,0,0,0,0
VEN-02674,0,0,0,0,0
VEN-02675,0,0,0,0,0
VEN-02676,0,0,0,0,0
VEN-02677,0,0,0,0,0
VEN-02678,1,0,0,0,0
VEN-02679,0,1,0,0,0
VEN-02680,1,0,0,0,0
VEN-02681,0,0,0,0,0
VEN-02682,1,0,0,0,0
VEN-02683,0,0,0,0,0
VEN-02684,0,0,0,0,1
VEN-02685,0,1,0,0,0
VEN-02686,0,0,1,1,0
VEN-02687,0,0,0,0,0
VEN-02688,0,0,0,0,1
VEN-02689,0,0,0,0,0
VEN-02690,0,0,0,0,0
VEN-02691,0,1,0,0,0
VEN-02692,0,0,0,0,1
VEN-02693,0,1,1,1,0
VEN-02694,0,0,0,0,0
VEN-02695,0,0,1,0,0
VEN-02696,0,0,0,0,0
VEN-02697,0,0,0,0,0
VEN-02698,0,0,0,0,0
VEN-02699,0,0,0,1,0
VEN-02700,0,0,0,0,0
VEN-02701,0,1,0,0,0
VEN-02702,0,0,1,0,0
VEN-02703,0,0,0,0,0
VEN-02704,0,0,0,0,0
VEN-02705,0,0,0,0,0
VEN-02706,0,0,0,0,0
VEN-02707,0,0,0,0,0
VEN-02708,0,1,0,0,0
VEN-02709,0,0,0,0,1
VEN-02710,0,0,0,0,0
VEN-02711,0,1,0,0,0
VEN-02712,0,0,0,0,0
VEN-02713,0,0,0,0,0
VEN-02714,0,0,0,0,0
VEN-02715,0,0,1,1,0
VEN-02716,0,0,0,1,0
VEN-02717,0,1,0,0,1
VEN-02718,0,0,0,0,0
VEN-02719,0,0,0,0,0
VEN-02720,0,1,0,0,0
VEN-02721,0,0,0,0,0
VEN-02722,0,1,0,0,0
VEN-02723,0,0,0,0,0
VEN-02724,1,0,0,0,0
VEN-02725,0,0,0,0,0
VEN-02726,0,0,0,0,0
VEN-02727,0,1,0,0,1
VEN-02728,0,0,0,0,0
VEN-02729,0,0,0,0,0
VEN-02730,0,0,1,1,0
VEN-02731,1,0,1,0,0
VEN-02732,1,0,0,0,0
VEN-02733,1,0,0,0,0
VEN-02734,1,1,0,0,0
VEN-02735,0,0,0,0,0
VEN-02736,0,0,0,0,0
VEN-02737,0,0,1,0,0
VEN-02738,0,0,0,0,0
VEN-02739,0,0,0,0,0
VEN-02740,0,0,0,0,0
VEN-02741,0,0,0,0,0
VEN-02742,0,0,0,0,0
VEN-02743,0,0,0,0,0
VEN-02744,0,0,0,0,0
VEN-02745,0,0,0,0,0
VEN-02746,0,1,0,0,0
VEN-02747,0,1,0,0,0
VEN-02748,0,0,0,0,0
VEN-02749,0,1,0,1,0
VEN-02750,0,0,0,0,0
VEN-02751,0,0,0,0,0
VEN-02752,0,0,0,0,0
VEN-02753,0,0,0,0,0
VEN-02754,0,0,0,0,0
VEN-02755,1,0,0,0,0
VEN-02756,1,0,0,0,0
VEN-02757,0,1,0,0,0
VEN-02758,1,0,0,0,0
VEN-02759,0,0,0,0,0
VEN-02760,0,0,0,0,0
VEN-02761,0,0,0,0,0
VEN-02762,0,0,0,1,0
VEN-02763,0,0,0,0,0
VEN-02764,0,1,1,0,0
VEN-02765,0,0,0,0,0
VEN-02766,0,0,0,0,0
VEN-02767,0,0,0,0,0
VEN-02768,0,0,0,0,0
VEN-02769,0,0,0,0,0
VEN-02770,0,0,0,0,0
VEN-02771,0,1,0,0,0
VEN-02772,0,0,1,0,0
VEN-02773,1,0,0,0,1
VEN-02774,0,0,0,0,0
VEN-02775,1,0,0,0,0
VEN-02776,0,0,0,0,0
VEN-02777,0,0,0,0,0
VEN-02778,0,0,0,0,1
VEN-02779,0,0,0,0,0
VEN-02780,0,1,0,0,0
VEN-02781,0,0,0,0,0
VEN-02782,1,0,0,0,0
VEN-02783,0,0,0,0,0
VEN-02784,0,0,0,1,0
VEN-02785,0,0,0,0,0
VEN-02786,0,0,1,0,0
VEN-02787,0,0,0,0,1
VEN-02788,0,0,0,1,0
VEN-02789,0,0,0,0,0
VEN-02790,0,0,0,0,0
VEN-02791,0,0,0,0,0
VEN-02792,0,0,0,0,0
VEN-02793,0,0,0,0,0
VEN-02794,0,0,0,0,0
VEN-02795,0,0,0,0,0
VEN-02796,1,0,0,0,0
VEN-02797,0,0,0,0,0
VEN-02798,0,0,0,0,0
VEN-02799,0,0,0,1,0
VEN-02800,0,0,0,1,0
VEN-02801,0,0,0,0,1
VEN-02802,0,0,0,0,0
VEN-02803,0,0,0,0,0
VEN-02804,0,0,0,0,0
VEN-02805,1,0,0,0,0
VEN-02806,1,0,0,0,0
VEN-02807,0,1,0,0,0
VEN-02808,0,0,0,0,0
VEN-02809,0,0,0,0,0
VEN-02810,0,0,0,0,0
VEN-02811,0,0,0,0,1
VEN-02812,0,0,0,0,0
VEN-02813,0,0,0,1,0
VEN-02814,0,0,0,0,0
VEN-02815,1,0,0,0,1
VEN-02816,0,0,1,0,0
VEN-02817,0,1,0,0,0
VEN-02818,0,0,0,0,0
VEN-02819,0,0,0,1,1
VEN-02820,0,1,0,0,0
VEN-02821,0,0,0,0,0
VEN-02822,0,0,0,0,1
VEN-02823,0,0,0,0,0
VEN-02824,0,0,0,0,0
VEN-02825,1,1,0,0,0
VEN-02826,0,0,0,0,0
VEN-02827,0,0,1,0,1
VEN-02828,0,0,0,0,0
VEN-02829,0,1,0,0,0
VEN-02830,0,0,0,0,1
VEN-02831,0,0,1,0,0
VEN-02832,0,0,0,0,0
VEN-02833,0,0,0,0,0
VEN-02834,0,0,0,1,0
VEN-02835,0,0,0,0,0
VEN-02836,0,0,0,1,0
VEN-02837,0,0,0,0,0
VEN-02838,1,0,0,0,0
VEN-02839,0,0,0,1,0
VEN-02840,0,0,0,0,0
VEN-02841,0,0,0,0,0
VEN-02842,0,0,0,0,0
VEN-02843,0,0,0,0,1
VEN-02844,0,0,0,0,0
VEN-02845,0,0,0,0,0
VEN-02846,0,0,0,0,0
VEN-02847,0,0,0,0,0
VEN-02848,0,1,1,0,0
VEN-02849,0,0,0,0,0
VEN-02850,0,0,0,0,0
VEN-02851,1,0,0,0,0
VEN-02852,0,0,0,0,1
VEN-02853,1,0,0,0,0
VEN-02854,1,0,0,1,0
VEN-02855,1,0,0,1,0
VEN-02856,0,0,0,0,0
VEN-02857,0,0,0,1,1
VEN-02858,0,0,0,0,0
VEN-02859,1,0,0,0,0
VEN-02860,0,0,1,0,0
VEN-02861,1,0,0,0,0
VEN-02862,0,1,0,0,0
VEN-02863,0,0,0,0,0
VEN-02864,0,0,0,0,0
VEN-02865,0,1,0,1,0
VEN-02866,0,0,0,0,0
VEN-02867,0,0,0,0,0
VEN-02868,0,0,0,0,0
VEN-02869,0,0,0,0,0
VEN-02870,0,0,0,0,0
VEN-02871,0,1,0,0,0
VEN-02872,1,0,0,0,0
VEN-02873,0,0,0,0,0
VEN-02874,0,1,0,0,0
VEN-02875,0,0,0,0,0
VEN-02876,0,0,0,1,0
VEN-02877,0,0,0,0,1
VEN-02878,1,0,0,0,0
VEN-02879,0,0,0,0,0
VEN-02880,1,0,0,0,0
VEN-02881,0,1,0,0,0
VEN-02882,0,0,0,0,1
VEN-02883,0,1,0,0,0
VEN-02884,0,0,0,0,0
VEN-02885,0,1,0,0,0
VEN-02886,0,0,0,0,0
VEN-02887,0,0,0,0,0
VEN-02888,0,0,0,0,0
VEN-02889,0,0,0,0,0
VEN-02890,1,1,0,0,0
VEN-02891,0,0,0,0,0
VEN-02892,1,0,1,0,0
VEN-02893,0,0,0,0,0
VEN-02894,0,0,0,0,1
VEN-02895,0,0,1,0,0
VEN-02896,0,0,0,0,0
VEN-02897,0,0,0,0,0
VEN-02898,1,0,0,0,0
VEN-02899,0,0,0,0,0
VEN-02900,0,0,0,0,0
VEN-02901,0,0,0,0,0
VEN-02902,0,0,0,0,0
VEN-02903,1,0,0,0,0
VEN-02904,0,0,0,1,1
VEN-02905,0,1,0,1,0
VEN-02906,0,0,0,0,0
VEN-02907,0,0,0,0,0
VEN-02908,0,1,0,1,0
VEN-02909,0,0,0,0,0
VEN-02910,0,1,0,0,1
VEN-02911,0,0,0,0,0
VEN-02912,1,1,0,0,0
VEN-02913,0,1,0,0,0
VEN-02914,0,1,0,1,0
VEN-02915,1,0,0,0,0
VEN-02916,0,0,0,0,0
VEN-02917,1,0,0,1,0
VEN-02918,0,0,1,0,0
VEN-02919,0,0,0,0,0
VEN-02920,0,0,0,0,0
VEN-02921,0,0,0,0,0
VEN-02922,0,0,0,1,0
VEN-02923,0,0,0,1,0
VEN-02924,0,0,0,0,0
VEN-02925,0,1,0,0,0
VEN-02926,0,0,0,1,0
VEN-02927,0,0,0,0,0
VEN-02928,0,0,0,0,0
VEN-02929,0,0,0,0,0
VEN-02930,0,1,0,0,0
VEN-02931,0,0,0,0,0
VEN-02932,0,0,0,1,0
VEN-02933,1,0,1,1,0
VEN-02934,0,0,0,0,1
VEN-02935,0,0,0,0,0
VEN-02936,1,0,0,0,0
VEN-02937,0,0,0,0,0
VEN-02938,1,0,0,0,0
VEN-02939,0,0,0,0,0
VEN-02940,0,0,0,0,0
VEN-02941,0,0,0,1,0
VEN-02942,1,0,0,0,0
VEN-02943,0,0,0,0,1
VEN-02944,0,0,0,0,0
VEN-02945,1,0,0,0,0
VEN-02946,0,0,0,0,0
VEN-02947,0,0,0,0,0
VEN-02948,0,0,0,0,0
VEN-02949,0,0,0,0,0
VEN-02950,0,1,0,0,0
VEN-02951,0,1,0,0,1
VEN-02952,0,0,1,1,0
VEN-02953,1,0,0,1,0
VEN-02954,0,0,0,0,0
VEN-02955,0,1,0,0,0
VEN-02956,0,0,1,0,0
VEN-02957,1,0,0,0,0
VEN-02958,0,0,0,0,0
VEN-02959,0,0,0,0,0
VEN-02960,0,0,0,1,0
VEN-02961,0,0,0,0,0
VEN-02962,0,0,0,0,0
VEN-02963,1,0,0,0,0
VEN-02964,0,0,0,0,0
VEN-02965,0,0,0,0,0
VEN-02966,0,0,0,0,0
VEN-02967,0,0,0,1,0
VEN-02968,0,0,0,0,0
VEN-02969,0,1,0,0,0
VEN-02970,0,0,0,0,0
VEN-02971,0,0,0,1,0
VEN-02972,0,0,0,0,0
VEN-02973,0,1,0,0,0
VEN-02974,0,0,0,0,0
VEN-02975,0,0,0,0,0
VEN-02976,0,0,0,0,1
VEN-02977,0,0,0,0,0
VEN-02978,0,1,0,0,0
VEN-02979,1,0,0,0,0
VEN-02980,0,0,0,0,0
VEN-02981,0,0,0,0,0
VEN-02982,1,0,0,0,0
VEN-02983,0,0,0,0,0
VEN-02984,0,0,0,0,0
VEN-02985,0,0,0,0,0
VEN-02986,0,0,0,0,0
VEN-02987,0,0,0,0,0
VEN-02988,0,0,1,0,0
VEN-02989,0,0,0,1,1
VEN-02990,0,0,1,0,0
VEN-02991,0,0,0,0,0
VEN-02992,0,0,0,0,0
VEN-02993,0,0,0,0,0
VEN-02994,0,0,0,0,0
VEN-02995,0,0,0,0,0
VEN-02996,1,0,0,0,0
VEN-02997,0,1,0,0,0
VEN-02998,0,0,0,0,0
VEN-02999,0,0,1,0,0
VEN-03000,0,0,0,0,0
VEN-03001,0,0,0,0,0
VEN-03002,0,0,0,0,0
VEN-03003,0,0,0,0,0
VEN-03004,1,1,1,0,0
VEN-03005,0,1,0,0,0
VEN-03006,0,1,0,0,0
VEN-03007,0,0,0,0,0
VEN-03008,0,1,0,0,0
VEN-03009,0,0,0,0,0
VEN-03010,0,1,0,0,0
VEN-03011,0,0,0,0,0
VEN-03012,1,0,0,0,0
VEN-03013,0,0,0,0,0
VEN-03014,0,1,0,1,0
VEN-03015,1,1,0,0,0
VEN-03016,0,0,0,0,0
VEN-03017,0,0,0,0,0
VEN-03018,0,0,0,1,0
VEN-03019,1,0,0,0,0
VEN-03020,0,0,0,0,0
VEN-03021,0,0,0,0,0
VEN-03022,0,0,0,0,0
VEN-03023,0,0,0,0,0
VEN-03024,1,1,0,0,0
VEN-03025,0,0,0,1,0
VEN-03026,0,0,0,0,1
VEN-03027,0,0,0,0,0
VEN-03028,0,0,0,0,0
VEN-03029,0,0,0,0,0
VEN-03030,0,1,0,0,0
VEN-03031,0,0,0,0,0
VEN-03032,0,0,0,0,0
VEN-03033,1,0,0,0,0
VEN-03034,0,0,0,0,0
VEN-03035,0,0,0,1,0
VEN-03036,0,0,0,0,1
VEN-03037,0,0,0,0,0
VEN-03038,0,0,0,0,0
VEN-03039,0,0,0,0,0
VEN-03040,0,0,0,0,0
VEN-03041,0,0,1,0,0
VEN-03042,0,0,0,1,0
VEN-03043,0,1,0,0,0
VEN-03044,0,0,0,0,0
VEN-03045,1,0,1,0,0
VEN-03046,0,0,0,0,1
VEN-03047,0,0,0,0,1
VEN-03048,0,0,0,0,0
VEN-03049,0,0,0,0,0
VEN-03050,0,0,0,0,0
VEN-03051,0,0,0,0,0
VEN-03052,0,0,0,0,0
VEN-03053,0,0,0,0,0
VEN-03054,0,0,0,0,0
VEN-03055,0,0,1,0,0
VEN-03056,0,0,1,0,0
VEN-03057,1,0,0,0,1
VEN-03058,0,1,0,0,0
VEN-03059,1,0,0,0,0
VEN-03060,0,1,0,0,0
VEN-03061,0,1,0,1,0
VEN-03062,0,0,0,0,1
VEN-03063,0,0,0,0,0
VEN-03064,0,0,0,0,0
VEN-03065,0,0,0,0,0
VEN-03066,0,0,1,0,0
VEN-03067,0,0,0,0,0
VEN-03068,0,0,0,0,0
VEN-03069,0,0,1,0,0
VEN-03070,0,0,0,0,0
VEN-03071,0,0,0,0,1
VEN-03072,0,0,0,0,0
VEN-03073,0,0,0,0,0
VEN-03074,1,1,0,0,0
VEN-03075,0,0,0,0,0
VEN-03076,0,0,0,0,0
VEN-03077,0,0,0,0,0
VEN-03078,1,0,0,0,0
VEN-03079,0,0,0,0,1
VEN-03080,0,1,1,0,0
VEN-03081,0,0,0,0,0
VEN-03082,0,0,1,0,0
VEN-03083,0,0,0,0,0
VEN-03084,1,0,1,0,0
VEN-03085,0,0,0,0,0
VEN-03086,1,0,0,0,0
VEN-03087,0,0,1,0,0
VEN-03088,0,0,0,1,0
VEN-03089,0,0,0,0,0
VEN-03090,0,0,0,0,0
VEN-03091,0,1,0,0,0
VEN-03092,1,0,0,0,0
VEN-03093,0,0,0,0,0
VEN-03094,0,0,0,0,0
VEN-03095,0,0,0,0,0
VEN-03096,0,0,0,0,0
VEN-03097,0,0,0,0,0
VEN-03098,0,0,0,0,1
VEN-03099,1,0,1,0,0
VEN-03100,1,1,0,0,0
VEN-03101,0,0,0,1,0
VEN-03102,0,0,1,0,0
VEN-03103,0,0,0,0,0
VEN-03104,0,0,0,0,0
VEN-03105,0,0,0,0,0
VEN-03106,0,0,0,1,0
VEN-03107,0,0,0,0,0
VEN-03108,0,0,0,0,0
VEN-03109,1,0,1,1,0
VEN-03110,0,1,0,0,0
VEN-03111,0,0,0,0,0
VEN-03112,0,0,0,0,0
VEN-03113,1,1,0,0,0
VEN-03114,1,0,0,0,0
VEN-03115,0,0,0,0,0
VEN-03116,0,0,0,0,0
VEN-03117,0,0,0,0,0
VEN-03118,0,0,0,0,0
VEN-03119,0,0,0,0,0
VEN-03120,0,0,0,0,0
VEN-03121,0,0,0,0,0
VEN-03122,1,0,1,0,0
VEN-03123,0,1,0,0,0
VEN-03124,0,1,0,0,0
VEN-03125,0,0,1,1,0
VEN-03126,0,0,0,0,0
VEN-03127,0,1,0,1,0
VEN-03128,0,0,0,0,0
VEN-03129,0,0,1,1,0
VEN-03130,0,1,0,0,0
VEN-03131,0,0,1,0,0
VEN-03132,0,0,0,0,0
VEN-03133,0,1,0,0,0
VEN-03134,1,0,0,1,0
VEN-03135,0,1,0,0,0
VEN-03136,0,1,1,0,0
VEN-03137,0,0,0,0,0
VEN-03138,0,0,0,0,0
VEN-03139,0,0,0,0,0
VEN-03140,0,0,0,0,0
VEN-03141,1,0,1,1,0
VEN-03142,0,0,0,0,0
VEN-03143,0,0,0,1,1
VEN-03144,0,0,0,0,0
VEN-03145,0,0,0,1,0
VEN-03146,0,0,0,0,0
VEN-03147,0,0,0,0,0
VEN-03148,0,0,0,0,0
VEN-03149,0,0,0,0,0
VEN-03150,0,0,0,1,0
VEN-03151,1,0,0,0,0
VEN-03152,1,0,0,0,0
VEN-03153,0,0,0,0,0
VEN-03154,0,0,0,0,0
VEN-03155,0,0,0,0,0
VEN-03156,0,0,0,0,0
VEN-03157,0,0,0,0,0
VEN-03158,1,0,0,0,1
VEN-03159,1,0,0,0,0
VEN-03160,0,0,0,0,0
VEN-03161,0,0,0,0,0
VEN-03162,0,0,0,0,0
VEN-03163,0,0,0,0,1
VEN-03164,0,1,0,0,0
VEN-03165,0,0,0,0,0
VEN-03166,0,0,0,0,0
VEN-03167,0,0,0,0,0
VEN-03168,1,0,0,0,0
VEN-03169,0,0,0,0,0
VEN-03170,0,0,0,1,0
VEN-03171,0,0,0,1,1
VEN-03172,0,0,0,0,0
VEN-03173,0,0,0,0,0
VEN-03174,0,0,0,0,0
VEN-03175,1,0,0,0,0
VEN-03176,0,0,1,0,0
VEN-03177,0,1,0,0,0
VEN-03178,0,0,0,0,0
VEN-03179,1,1,0,0,0
VEN-03180,0,0,1,0,0
VEN-03181,0,0,1,0,0
VEN-03182,0,0,1,0,0
VEN-03183,0,0,0,0,0
VEN-03184,0,0,0,0,0
VEN-03185,0,1,0,0,0
VEN-03186,0,0,0,0,0
VEN-03187,0,0,0,0,0
VEN-03188,1,0,0,1,0
VEN-03189,1,0,1,0,0
VEN-03190,0,1,0,1,0
VEN-03191,0,0,0,0,0
VEN-03192,1,0,0,0,1
VEN-03193,0,0,0,0,0
VEN-03194,0,0,0,0,0
VEN-03195,0,0,0,0,1
VEN-03196,1,0,0,0,0
VEN-03197,0,0,0,0,1
VEN-03198,1,0,0,0,0
VEN-03199,1,0,1,0,0
VEN-03200,0,0,0,0,0
VEN-03201,0,0,1,0,0
VEN-03202,0,0,1,0,1
VEN-03203,0,0,0,0,0
VEN-03204,1,0,1,0,0
VEN-03205,0,0,0,0,0
VEN-03206,0,0,0,0,0
VEN-03207,0,0,0,0,0
VEN-03208,0,0,0,0,0
VEN-03209,0,1,0,0,0
VEN-03210,0,0,1,0,0
VEN-03211,0,0,0,0,0
VEN-03212,0,0,0,0,0
VEN-03213,0,0,0,1,0
VEN-03214,0,0,0,0,1
VEN-03215,0,0,0,0,0
VEN-03216,0,0,0,0,0
VEN-03217,0,0,0,0,0
VEN-03218,0,0,0,0,0
VEN-03219,0,1,0,1,1
VEN-03220,1,1,0,0,0
VEN-03221,0,0,0,0,0
VEN-03222,0,0,0,1,1
VEN-03223,1,0,0,0,1
VEN-03224,0,1,1,0,0
VEN-03225,0,0,0,0,0
VEN-03226,0,0,0,0,0
VEN-03227,0,1,0,0,1
VEN-03228,0,0,1,1,0
VEN-03229,0,0,0,0,0
VEN-03230,0,0,0,0,0
VEN-03231,0,0,0,0,0
VEN-03232,0,0,0,0,0
VEN-03233,0,0,0,0,0
VEN-03234,0,0,0,0,0
VEN-03235,0,0,0,1,0
VEN-03236,0,0,0,0,1
VEN-03237,0,0,0,1,0
VEN-03238,0,0,0,0,0
VEN-03239,1,0,0,0,0
VEN-03240,0,0,0,0,1
VEN-03241,0,0,0,0,0
VEN-03242,0,0,0,0,0
VEN-03243,0,0,0,0,0
VEN-03244,0,0,1,0,0
VEN-03245,0,0,0,1,0
VEN-03246,0,0,0,0,0
VEN-03247,0,0,0,0,0
VEN-03248,0,0,0,0,0
VEN-03249,1,0,0,0,0
VEN-03250,0,0,0,1,0
VEN-03251,0,0,0,0,0
VEN-03252,0,0,0,0,0
VEN-03253,0,1,1,0,0
VEN-03254,0,0,0,0,1
VEN-03255,0,0,0,0,0
VEN-03256,0,0,0,0,0
VEN-03257,0,0,0,1,0
VEN-03258,0,0,0,0,0
VEN-03259,0,1,0,1,0
VEN-03260,0,0,0,0,0
VEN-03261,0,0,0,0,0
VEN-03262,0,0,1,0,0
VEN-03263,0,0,0,1,0
VEN-03264,0,1,0,0,0
VEN-03265,0,0,0,0,0
VEN-03266,0,0,0,0,0
VEN-03267,0,1,0,0,0
VEN-03268,0,0,0,1,0
VEN-03269,1,0,0,0,0
VEN-03270,0,0,0,0,0
VEN-03271,0,0,0,1,0
VEN-03272,0,0,0,0,0
VEN-03273,1,0,1,0,0
VEN-03274,0,1,0,0,0
VEN-03275,0,0,0,0,0
VEN-03276,0,0,0,0,0
VEN-03277,1,0,0,0,0
